subset,algorithm,image,psnr,ssim,entropy,edge_vis,niqe,time_ms
indoor,DCP,1411_1.png,19.815333560506982,0.9093084335327148,6.29003394192388,0.24547685834502103,,35.10679999999411
indoor,DCP,1411_10.png,21.267987530907916,0.8745607733726501,6.4167581121246675,0.24533309957924263,,36.446300000079646
indoor,DCP,1411_2.png,20.03181187080267,0.9067491888999939,6.2867197241260175,0.24465988779803646,,35.44419999980164
indoor,DCP,1411_3.png,20.112649019317836,0.9014082551002502,6.770543123527848,0.24579593267882188,,35.03320000027088
indoor,DCP,1411_4.png,20.328838420066194,0.8972427248954773,6.624167952987885,0.2478225806451613,,35.48739999996542
indoor,DCP,1411_5.png,20.56004718545282,0.8946754336357117,6.393553544561004,0.24741935483870967,,36.33510000008755
indoor,DCP,1411_6.png,20.740701424827748,0.8910569548606873,6.388991536008161,0.24719495091164095,,35.39989999990212
indoor,DCP,1411_7.png,20.913604936428474,0.8871144652366638,6.398088108503429,0.24572230014025245,,35.84890000001906
indoor,DCP,1411_8.png,21.061882251184567,0.8830520510673523,6.408157324988811,0.2454382889200561,,35.42879999986326
indoor,DCP,1411_9.png,21.18830454163186,0.8787264823913574,6.416774757051315,0.24551192145862552,,36.37810000009267
indoor,DCP,1412_1.png,15.497081226705667,0.816456139087677,7.254366813578031,0.35783309957924264,,35.31810000004043
indoor,DCP,1412_10.png,15.829558369544516,0.7968061566352844,7.369110396408268,0.3539305750350631,,35.407999999733875
indoor,DCP,1412_2.png,15.562588173198808,0.814457893371582,7.24575151703047,0.35643408134642357,,35.04830000019865
indoor,DCP,1412_3.png,15.627153149307887,0.8123674392700195,7.243266516837676,0.35577138849929874,,34.80950000039229
indoor,DCP,1412_4.png,15.68347250136398,0.810328483581543,7.248614954646027,0.35486676016830293,,35.391899999922316
indoor,DCP,1412_5.png,15.740108089056301,0.8083503842353821,7.254483687802255,0.35414095371669,,35.67169999996622
indoor,DCP,1412_6.png,15.714261720611065,0.8046403527259827,7.336868967219371,0.35507713884992986,,35.293299999921146
indoor,DCP,1412_7.png,15.754742183329265,0.802534282207489,7.345611982798924,0.3547615708274895,,35.864800000126706
indoor,DCP,1412_8.png,15.788928082090951,0.8006507754325867,7.35208719943674,0.3542531556802244,,36.22709999990548
indoor,DCP,1412_9.png,15.814960570860832,0.7987322807312012,7.359930723554991,0.3545932678821879,,35.57260000025053
indoor,DCP,1413_1.png,17.197274184695743,0.8309304714202881,7.123382033334067,0.3816654978962132,,35.42620000007446
indoor,DCP,1413_10.png,20.45959547208071,0.8579886555671692,7.209710830892276,0.3993548387096774,,35.46700000015335
